
 INFO Server running on [http://127.0.0.1:8000]. 

 Press Ctrl+C to stop the server
 2026-05-04 17:40:10 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 294.40ms
 2026-05-04 17:40:10 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 296.36ms
 2026-05-04 17:40:11 /favicon.svg .. ~ 0.62ms
 2026-05-04 17:40:11 /favicon.ico .. ~ 0.28ms
 2026-05-04 17:40:24 /admin/settings .. ~ 5.81ms
 2026-05-04 17:40:57 / .. ~ 1s
 2026-05-04 17:40:57 /akbulut-emlak-logo-cropped.png .. ~ 1s
 2026-05-04 17:40:58 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.81ms
 2026-05-04 17:40:58 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 1.84ms
 2026-05-04 17:40:58 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 2.81ms
 2026-05-04 17:41:00 /_boost/browser-logs .. ~ 2.50ms
 2026-05-04 17:41:28 /listings .. ~ 502.89ms
 2026-05-04 17:41:28 /akbulut-emlak-logo-cropped.png .. ~ 1s
 2026-05-04 17:40:59 /storage/property-images/9/2RkgCfXKm475ETm6IUmKbQJIe3UrdbhYypptK7Ts.jpg .. ~ 30s
 2026-05-04 17:41:30 /_boost/browser-logs .. ~ 2.72ms
 2026-05-04 17:41:42 /listings/izmit-merkezde-premium-aile-dairesi .. ~ 508.97ms
 2026-05-04 17:41:42 /akbulut-emlak-logo-cropped.png .. ~ 510.34ms
 2026-05-04 17:41:42 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.43ms
 2026-05-04 17:41:42 /_boost/browser-logs .. ~ 0.23ms
 2026-05-04 17:41:55 / .. ~ 510.46ms
 2026-05-04 17:41:55 /akbulut-emlak-logo-cropped.png .. ~ 0.28ms
 2026-05-04 17:41:43 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 12s
 2026-05-04 17:41:56 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.90ms
 2026-05-04 17:41:56 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 2.26ms
 2026-05-04 17:41:56 /_boost/browser-logs .. ~ 505.02ms
 2026-05-04 17:41:59 /about .. ~ 501.55ms
 2026-05-04 17:42:00 /akbulut-emlak-logo-cropped.png .. ~ 0.32ms
 2026-05-04 17:42:00 /_boost/browser-logs .. ~ 0.32ms
 2026-05-04 17:42:07 /contact .. ~ 501.46ms
 2026-05-04 17:42:07 /akbulut-emlak-logo-cropped.png .. ~ 0.27ms
 2026-05-04 17:42:07 /_boost/browser-logs .. ~ 0.55ms
 2026-05-04 17:42:13 / .. ~ 503.89ms
 2026-05-04 17:42:13 /akbulut-emlak-logo-cropped.png .. ~ 1.53ms
 2026-05-04 17:42:14 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 1.05ms
 2026-05-04 17:42:14 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 2.94ms
 2026-05-04 17:42:14 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 4.73ms
 2026-05-04 17:42:14 /_boost/browser-logs .. ~ 0.58ms
 2026-05-04 17:42:18 /danisman/eser-celik .. ~ 5.15ms
 2026-05-04 17:42:18 /akbulut-emlak-logo-cropped.png .. ~ 0.41ms
 2026-05-04 17:42:14 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 4s
 2026-05-04 17:42:19 /storage/property-images/9/2RkgCfXKm475ETm6IUmKbQJIe3UrdbhYypptK7Ts.jpg .. ~ 0.80ms
 2026-05-04 17:42:19 /_boost/browser-logs .. ~ 0.33ms
 2026-05-04 17:42:26 /admin/login .. ~ 504.00ms
 2026-05-04 17:42:26 /akbulut-emlak-logo-cropped.png .. ~ 0.39ms
 2026-05-04 17:42:27 /_boost/browser-logs .. ~ 0.45ms
 2026-05-04 17:42:51 /login .. ~ 504.49ms
 2026-05-04 17:42:52 /admin/login .. ~ 8.77ms
 2026-05-04 17:43:01 /login .. ~ 506.40ms
 2026-05-04 17:43:02 /dashboard .. ~ 511.72ms
 2026-05-04 17:42:19 /storage/property-images/9/2RkgCfXKm475ETm6IUmKbQJIe3UrdbhYypptK7Ts.jpg .. ~ 43s
 2026-05-04 17:43:12 /admin/listings .. ~ 0.60ms
 2026-05-04 17:43:20 /admin/listings/create .. ~ 0.45ms
 2026-05-04 17:43:26 /admin/consultants .. ~ 0.61ms
 2026-05-04 17:43:27 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 3.80ms
 2026-05-04 17:43:27 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 4.87ms
 2026-05-04 17:43:27 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 5.85ms
 2026-05-04 17:43:30 /admin/consultants/1/edit .. ~ 0.55ms
 2026-05-04 17:43:27 .. ~ 8s
 2026-05-04 17:40:11 .. ~ 3m 23s
 2026-05-04 17:43:37 /admin/listings/create .. ~ 0.84ms
 2026-05-04 17:43:38 /admin/consultants .. ~ 0.53ms
 2026-05-04 17:43:38 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.68ms
 2026-05-04 17:43:38 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 1.74ms
 2026-05-04 17:43:38 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 2.81ms
 2026-05-04 17:43:44 /admin/messages .. ~ 1.83ms
 2026-05-04 17:43:50 /admin/settings .. ~ 0.60ms
 2026-05-04 17:43:38 .. ~ 1m 26s
